epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc
1,1.037018785729336,0.615824050271351,0.2967032967032967,0.7157584683357879,0.41950798446266724,0.9378409352720058,0.6267281105990783,0.32004981320049813,0.9244604316546763,0.47548566142460685,0.8158453092481696
2,0.932393191712681,0.699228791773779,0.3695045359385904,0.7798232695139912,0.5014204545454546,0.8733443859143034,0.6563528637261357,0.3386243386243386,0.920863309352518,0.4951644100580271,0.830059884405127
3,0.8876528078676871,0.7119394458726078,0.38168761220825853,0.7827687776141384,0.5131547188028,0.8549323905997562,0.6326530612244898,0.32800982800982803,0.960431654676259,0.489010989010989,0.8357265839222257
