epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.8505252092029666,0.715509854327335,0.3884588318085855,0.812960235640648,0.5257142857142857,0.8007048503437507,0.6754443712969058,0.35253772290809327,0.9244604316546763,0.5104270109235353,0.8443759094255618
2,0.8130809576536581,0.7169380177092259,0.39174184594031924,0.8313696612665685,0.5325471698113207,0.7631551581358266,0.695852534562212,0.36743515850144093,0.9172661870503597,0.5246913580246914,0.8562600362900655
3,0.792125553173598,0.7279348757497858,0.4025650160313502,0.8321060382916053,0.5426170468187276,0.7650773862696856,0.6682027649769585,0.34933333333333333,0.9424460431654677,0.5097276264591439,0.862173114047038
